Sample,Cross,Tank,System,Year,Polyp,UniPolyp,Mesentry,UniMesentary,Egg,D1,D2,AverageDiameter,Treatment
2596,LT,IHP1A,IHP1,2021,1,2596_1,4,2596_1_4,2,0.12,0.31,0.215,Elevated
2596,LT,IHP1A,IHP1,2021,9,2596_9,1,2596_9_1,1,0.12,0.22,0.17,Elevated
2596,LT,IHP1A,IHP1,2021,9,2596_9,1,2596_9_1,2,0.2,0.2,0.2,Elevated
2596,LT,IHP1A,IHP1,2021,9,2596_9,1,2596_9_1,3,0.12,0.26,0.19,Elevated
2596,LT,IHP1A,IHP1,2021,9,2596_9,2,2596_9_2,1,0.15,0.28,0.215,Elevated
2596,LT,IHP1A,IHP1,2021,9,2596_9,2,2596_9_2,2,0.18,0.23,0.205,Elevated
2596,LT,IHP1A,IHP1,2021,9,2596_9,2,2596_9_2,3,0.29,0.11,0.2,Elevated
2596,LT,IHP1A,IHP1,2021,9,2596_9,3,2596_9_3,1,0.25,0.17,0.21,Elevated
2596,LT,IHP1A,IHP1,2021,9,2596_9,3,2596_9_3,2,0.14,0.26,0.2,Elevated
2596,LT,IHP1A,IHP1,2021,9,2596_9,3,2596_9_3,3,0.35,0.15,0.25,Elevated
2596,LT,IHP1A,IHP1,2021,9,2596_9,4,2596_9_4,1,0.24,0.17,0.205,Elevated
2596,LT,IHP1A,IHP1,2021,9,2596_9,4,2596_9_4,2,0.21,0.19,0.2,Elevated
2596,LT,IHP1A,IHP1,2021,9,2596_9,4,2596_9_4,3,0.23,0.2,0.215,Elevated
2596,LT,IHP1A,IHP1,2021,9,2596_9,4,2596_9_4,4,0.27,0.25,0.26,Elevated
2596,LT,IHP1A,IHP1,2021,11,2596_11,1,2596_11_1,1,0.27,0.17,0.22,Elevated
2596,LT,IHP1A,IHP1,2021,11,2596_11,1,2596_11_1,2,0.18,0.26,0.22,Elevated
2596,LT,IHP1A,IHP1,2021,11,2596_11,1,2596_11_1,3,0.22,0.21,0.215,Elevated
2596,LT,IHP1A,IHP1,2021,11,2596_11,2,2596_11_2,1,0.23,0.17,0.2,Elevated
2596,LT,IHP1A,IHP1,2021,11,2596_11,2,2596_11_2,2,0.23,0.18,0.205,Elevated
2596,LT,IHP1A,IHP1,2021,11,2596_11,2,2596_11_2,3,0.12,0.36,0.24,Elevated
2596,LT,IHP1A,IHP1,2021,11,2596_11,3,2596_11_3,1,0.23,0.15,0.19,Elevated
2596,LT,IHP1A,IHP1,2021,11,2596_11,3,2596_11_3,2,0.13,0.3,0.215,Elevated
2596,LT,IHP1A,IHP1,2021,11,2596_11,3,2596_11_3,3,0.3,0.12,0.21,Elevated
2596,LT,IHP1A,IHP1,2021,11,2596_11,4,2596_11_4,1,0.2,0.14,0.17,Elevated
2596,LT,IHP1A,IHP1,2021,11,2596_11,4,2596_11_4,2,0.17,0.17,0.17,Elevated
2596,LT,IHP1A,IHP1,2021,11,2596_11,4,2596_11_4,3,0.16,0.13,0.145,Elevated
2596,LT,IHP1A,IHP1,2021,14,2596_14,1,2596_14_1,1,0.1,0.36,0.23,Elevated
2596,LT,IHP1A,IHP1,2021,14,2596_14,1,2596_14_1,2,0.2,0.23,0.215,Elevated
2596,LT,IHP1A,IHP1,2021,14,2596_14,2,2596_14_2,1,0.17,0.2,0.185,Elevated
2596,LT,IHP1A,IHP1,2021,14,2596_14,2,2596_14_2,2,0.19,0.18,0.185,Elevated
2596,LT,IHP1A,IHP1,2021,14,2596_14,2,2596_14_2,3,0.13,0.26,0.195,Elevated
2596,LT,IHP1A,IHP1,2021,14,2596_14,3,2596_14_3,1,0.22,0.15,0.185,Elevated
2596,LT,IHP1A,IHP1,2021,14,2596_14,3,2596_14_3,2,0.15,0.14,0.145,Elevated
2596,LT,IHP1A,IHP1,2021,14,2596_14,3,2596_14_3,3,0.16,0.21,0.185,Elevated
2596,LT,IHP1A,IHP1,2021,14,2596_14,3,2596_14_3,4,0.2,0.19,0.195,Elevated
2596,LT,IHP1A,IHP1,2021,14,2596_14,3,2596_14_3,5,0.21,0.18,0.195,Elevated
2596,LT,IHP1A,IHP1,2021,14,2596_14,4,2596_14_4,1,0.14,0.15,0.145,Elevated
2596,LT,IHP1A,IHP1,2021,14,2596_14,4,2596_14_4,2,0.17,0.13,0.15,Elevated
2596,LT,IHP1A,IHP1,2021,14,2596_14,4,2596_14_4,3,0.12,0.16,0.14,Elevated
2596,LT,IHP1A,IHP1,2021,14,2596_14,4,2596_14_4,4,0.22,0.17,0.195,Elevated
2602,LT,IHP1C,IHP1,2021,8,2602_8,1,2602_8_1,1,0.16,0.37,0.265,Elevated
2602,LT,IHP1C,IHP1,2021,8,2602_8,1,2602_8_1,2,0.13,0.37,0.25,Elevated
2602,LT,IHP1C,IHP1,2021,8,2602_8,2,2602_8_2,1,0.14,0.41,0.275,Elevated
2602,LT,IHP1C,IHP1,2021,8,2602_8,2,2602_8_2,2,0.15,0.36,0.255,Elevated
2602,LT,IHP1C,IHP1,2021,8,2602_8,3,2602_8_3,1,0.13,0.37,0.25,Elevated
2602,LT,IHP1C,IHP1,2021,6,2602_6,1,2602_6_1,1,0.17,0.18,0.175,Elevated
2602,LT,IHP1C,IHP1,2021,6,2602_6,1,2602_6_1,2,0.31,0.18,0.245,Elevated
2602,LT,IHP1C,IHP1,2021,6,2602_6,1,2602_6_1,3,0.29,0.19,0.24,Elevated
2602,LT,IHP1C,IHP1,2021,6,2602_6,2,2602_6_2,1,0.17,0.29,0.23,Elevated
2602,LT,IHP1C,IHP1,2021,6,2602_6,2,2602_6_2,2,0.25,0.18,0.215,Elevated
2602,LT,IHP1C,IHP1,2021,6,2602_6,2,2602_6_2,3,0.18,0.23,0.205,Elevated
2602,LT,IHP1C,IHP1,2021,6,2602_6,3,2602_6_3,1,0.15,0.29,0.22,Elevated
2602,LT,IHP1C,IHP1,2021,6,2602_6,3,2602_6_3,2,0.17,0.27,0.22,Elevated
2602,LT,IHP1C,IHP1,2021,6,2602_6,3,2602_6_3,3,0.14,0.17,0.155,Elevated
2602,LT,IHP1C,IHP1,2021,6,2602_6,4,2602_6_4,1,0.18,0.29,0.235,Elevated
2602,LT,IHP1C,IHP1,2021,6,2602_6,4,2602_6_4,2,0.18,0.24,0.21,Elevated
2602,LT,IHP1C,IHP1,2021,6,2602_6,4,2602_6_4,3,0.19,0.28,0.235,Elevated
2602,LT,IHP1C,IHP1,2021,7,2602_7,1,2602_7_1,1,0.16,0.28,0.22,Elevated
2602,LT,IHP1C,IHP1,2021,7,2602_7,1,2602_7_1,2,0.25,0.21,0.23,Elevated
2602,LT,IHP1C,IHP1,2021,7,2602_7,2,2602_7_2,1,0.34,0.14,0.24,Elevated
2602,LT,IHP1C,IHP1,2021,7,2602_7,2,2602_7_2,2,0.44,0.14,0.29,Elevated
2602,LT,IHP1C,IHP1,2021,7,2602_7,3,2602_7_3,1,0.16,0.23,0.195,Elevated
2602,LT,IHP1C,IHP1,2021,7,2602_7,4,2602_7_4,1,0.12,0.28,0.2,Elevated
2602,LT,IHP1C,IHP1,2021,7,2602_7,4,2602_7_4,2,0.28,0.09,0.185,Elevated
2602,LT,IHP1C,IHP1,2021,4,2602_4,1,2602_4_1,1,0.15,0.18,0.165,Elevated
2602,LT,IHP1C,IHP1,2021,4,2602_4,1,2602_4_1,2,0.18,0.13,0.155,Elevated
2602,LT,IHP1C,IHP1,2021,4,2602_4,1,2602_4_1,3,0.14,0.16,0.15,Elevated
2602,LT,IHP1C,IHP1,2021,4,2602_4,2,2602_4_2,1,0.27,0.14,0.205,Elevated
2602,LT,IHP1C,IHP1,2021,4,2602_4,2,2602_4_2,2,0.21,0.12,0.165,Elevated
2602,LT,IHP1C,IHP1,2021,4,2602_4,2,2602_4_2,3,0.19,0.23,0.21,Elevated
2602,LT,IHP1C,IHP1,2021,4,2602_4,3,2602_4_3,1,0.27,0.13,0.2,Elevated
2602,LT,IHP1C,IHP1,2021,4,2602_4,3,2602_4_3,2,0.16,0.19,0.175,Elevated
2602,LT,IHP1C,IHP1,2021,4,2602_4,3,2602_4_3,3,0.3,0.16,0.23,Elevated
2602,LT,IHP1C,IHP1,2021,4,2602_4,3,2602_4_3,4,0.17,0.24,0.205,Elevated
2602,LT,IHP1C,IHP1,2021,4,2602_4,4,2602_4_4,1,0.19,0.22,0.205,Elevated
2602,LT,IHP1C,IHP1,2021,4,2602_4,4,2602_4_4,2,0.14,0.31,0.225,Elevated
2602,LT,IHP1C,IHP1,2021,4,2602_4,4,2602_4_4,3,0.3,0.14,0.22,Elevated
2602,LT,IHP1C,IHP1,2021,4,2602_4,4,2602_4_4,4,0.26,0.19,0.225,Elevated
2609,LL,IHP1C,IHP1,2021,2,2609_2,1,2609_2_1,1,0.17,0.16,0.165,Ambient
2609,LL,IHP1C,IHP1,2021,2,2609_2,1,2609_2_1,2,0.23,0.17,0.2,Ambient
2609,LL,IHP1C,IHP1,2021,2,2609_2,1,2609_2_1,3,0.19,0.15,0.17,Ambient
2609,LL,IHP1C,IHP1,2021,2,2609_2,2,2609_2_2,1,0.14,0.11,0.125,Ambient
2609,LL,IHP1C,IHP1,2021,2,2609_2,2,2609_2_2,2,0.19,0.19,0.19,Ambient
2609,LL,IHP1C,IHP1,2021,2,2609_2,2,2609_2_2,3,0.14,0.15,0.145,Ambient
2609,LL,IHP1C,IHP1,2021,2,2609_2,3,2609_2_3,1,0.19,0.2,0.195,Ambient
2609,LL,IHP1C,IHP1,2021,2,2609_2,3,2609_2_3,2,0.2,0.14,0.17,Ambient
2609,LL,IHP1C,IHP1,2021,2,2609_2,4,2609_2_4,1,0.17,0.16,0.165,Ambient
2609,LL,IHP1C,IHP1,2021,2,2609_2,4,2609_2_4,2,0.29,0.2,0.245,Ambient
2609,LL,IHP1C,IHP1,2021,10,2609_10,1,2609_10_1,1,0.19,0.31,0.25,Ambient
2609,LL,IHP1C,IHP1,2021,10,2609_10,2,2609_10_2,1,0.15,0.2,0.175,Ambient
2609,LL,IHP1C,IHP1,2021,10,2609_10,2,2609_10_2,2,0.18,0.19,0.185,Ambient
2609,LL,IHP1C,IHP1,2021,10,2609_10,2,2609_10_2,3,0.17,0.16,0.165,Ambient
2609,LL,IHP1C,IHP1,2021,10,2609_10,3,2609_10_3,1,0.34,0.1,0.22,Ambient
2609,LL,IHP1C,IHP1,2021,10,2609_10,3,2609_10_3,2,0.26,0.12,0.19,Ambient
2609,LL,IHP1C,IHP1,2021,10,2609_10,4,2609_10_4,1,0.11,0.26,0.185,Ambient
2609,LL,IHP1C,IHP1,2021,1,2609_1,1,2609_1_1,1,0.2,0.3,0.25,Ambient
2609,LL,IHP1C,IHP1,2021,1,2609_1,1,2609_1_1,2,0.22,0.21,0.215,Ambient
2609,LL,IHP1C,IHP1,2021,1,2609_1,2,2609_1_2,1,0.17,0.22,0.195,Ambient
2609,LL,IHP1C,IHP1,2021,1,2609_1,2,2609_1_2,2,0.18,0.16,0.17,Ambient
2609,LL,IHP1C,IHP1,2021,1,2609_1,3,2609_1_3,1,0.32,0.12,0.22,Ambient
2609,LL,IHP1C,IHP1,2021,1,2609_1,3,2609_1_3,2,0.25,0.17,0.21,Ambient
2609,LL,IHP1C,IHP1,2021,1,2609_1,4,2609_1_4,1,0.13,0.17,0.15,Ambient
2609,LL,IHP1C,IHP1,2021,1,2609_1,4,2609_1_4,2,0.22,0.11,0.165,Ambient
2609,LL,IHP1C,IHP1,2021,6,2609_6,1,2609_6_1,1,0.21,0.18,0.195,Ambient
2609,LL,IHP1C,IHP1,2021,6,2609_6,1,2609_6_1,2,0.26,0.18,0.22,Ambient
2609,LL,IHP1C,IHP1,2021,6,2609_6,1,2609_6_1,3,0.27,0.19,0.23,Ambient
2609,LL,IHP1C,IHP1,2021,6,2609_6,2,2609_6_2,1,0.2,0.15,0.175,Ambient
2609,LL,IHP1C,IHP1,2021,6,2609_6,2,2609_6_2,2,0.21,0.15,0.18,Ambient
2609,LL,IHP1C,IHP1,2021,6,2609_6,3,2609_6_3,1,0.18,0.17,0.175,Ambient
2609,LL,IHP1C,IHP1,2021,6,2609_6,3,2609_6_3,2,0.16,0.27,0.215,Ambient
2609,LL,IHP1C,IHP1,2021,6,2609_6,4,2609_6_4,1,0.25,0.15,0.2,Ambient
2609,LL,IHP1C,IHP1,2021,6,2609_6,4,2609_6_4,2,0.15,0.21,0.18,Ambient
2629,LT,IHP1B,IHP1,2021,2,2629_2,1,2629_2_1,1,0.14,0.23,0.185,Ambient
2629,LT,IHP1B,IHP1,2021,2,2629_2,1,2629_2_1,2,0.26,0.13,0.195,Ambient
2629,LT,IHP1B,IHP1,2021,2,2629_2,2,2629_2_2,1,0.13,0.28,0.205,Ambient
2629,LT,IHP1B,IHP1,2021,2,2629_2,2,2629_2_2,2,0.2,0.25,0.225,Ambient
2629,LT,IHP1B,IHP1,2021,2,2629_2,2,2629_2_2,3,0.21,0.2,0.205,Ambient
2629,LT,IHP1B,IHP1,2021,2,2629_2,2,2629_2_2,4,0.14,0.28,0.21,Ambient
2629,LT,IHP1B,IHP1,2021,2,2629_2,3,2629_2_3,1,0.2,0.16,0.18,Ambient
2629,LT,IHP1B,IHP1,2021,2,2629_2,3,2629_2_3,2,0.17,0.21,0.19,Ambient
2629,LT,IHP1B,IHP1,2021,2,2629_2,4,2629_2_4,1,0.17,0.32,0.245,Ambient
2629,LT,IHP1B,IHP1,2021,2,2629_2,4,2629_2_4,2,0.3,0.21,0.255,Ambient
2629,LT,IHP1B,IHP1,2021,1,2629_1,1,2629_1_1,1,0.11,0.13,0.12,Ambient
2629,LT,IHP1B,IHP1,2021,1,2629_1,2,2629_1_2,1,0.1,0.24,0.17,Ambient
2629,LT,IHP1B,IHP1,2021,1,2629_1,2,2629_1_2,2,0.1,0.13,0.115,Ambient
2629,LT,IHP1B,IHP1,2021,1,2629_1,2,2629_1_2,3,0.09,0.08,0.085,Ambient
2629,LT,IHP1B,IHP1,2021,1,2629_1,3,2629_1_3,1,0.18,0.1,0.14,Ambient
2629,LT,IHP1B,IHP1,2021,1,2629_1,4,2629_1_4,1,0.15,0.29,0.22,Ambient
2629,LT,IHP1B,IHP1,2021,1,2629_1,4,2629_1_4,2,0.15,0.24,0.195,Ambient
2629,LT,IHP1B,IHP1,2021,1,2629_1,4,2629_1_4,3,0.23,0.18,0.205,Ambient
2629,LT,IHP1B,IHP1,2021,4,2629_4,1,2629_4_1,1,0.09,0.26,0.175,Ambient
2629,LT,IHP1B,IHP1,2021,4,2629_4,1,2629_4_1,2,0.11,0.39,0.25,Ambient
2629,LT,IHP1B,IHP1,2021,4,2629_4,1,2629_4_1,3,0.44,0.13,0.285,Ambient
2629,LT,IHP1B,IHP1,2021,4,2629_4,1,2629_4_1,4,0.39,0.15,0.27,Ambient
2629,LT,IHP1B,IHP1,2021,4,2629_4,2,2629_4_2,1,0.13,0.24,0.185,Ambient
2629,LT,IHP1B,IHP1,2021,4,2629_4,2,2629_4_2,2,0.15,0.22,0.185,Ambient
2629,LT,IHP1B,IHP1,2021,4,2629_4,2,2629_4_2,3,0.16,0.34,0.25,Ambient
2629,LT,IHP1B,IHP1,2021,4,2629_4,3,2629_4_3,1,0.27,0.11,0.19,Ambient
2629,LT,IHP1B,IHP1,2021,4,2629_4,3,2629_4_3,2,0.16,0.37,0.265,Ambient
2629,LT,IHP1B,IHP1,2021,4,2629_4,3,2629_4_3,3,0.17,0.4,0.285,Ambient
2629,LT,IHP1B,IHP1,2021,4,2629_4,4,2629_4_4,1,0.11,0.37,0.24,Ambient
2629,LT,IHP1B,IHP1,2021,4,2629_4,4,2629_4_4,2,0.15,0.22,0.185,Ambient
2629,LT,IHP1B,IHP1,2021,4,2629_4,4,2629_4_4,3,0.24,0.13,0.185,Ambient
2629,LT,IHP1B,IHP1,2021,4,2629_4,4,2629_4_4,4,0.1,0.29,0.195,Ambient
2629,LT,IHP1B,IHP1,2021,12,2629_12,1,2629_12_1,1,0.2,0.28,0.24,Ambient
2629,LT,IHP1B,IHP1,2021,12,2629_12,1,2629_12_1,2,0.25,0.19,0.22,Ambient
2629,LT,IHP1B,IHP1,2021,12,2629_12,2,2629_12_2,1,0.17,0.35,0.26,Ambient
2629,LT,IHP1B,IHP1,2021,12,2629_12,3,2629_12_3,1,0.17,0.26,0.215,Ambient
2629,LT,IHP1B,IHP1,2021,12,2629_12,3,2629_12_3,2,0.18,0.32,0.25,Ambient
2629,LT,IHP1B,IHP1,2021,12,2629_12,4,2629_12_4,1,0.17,0.3,0.235,Ambient
5436,LT,SGS4A,SGS4,2021,2,5436_2,1,5436_2_1,1,0.11,0.25,0.18,Elevated
5436,LT,SGS4A,SGS4,2021,2,5436_2,1,5436_2_1,2,0.27,0.14,0.205,Elevated
5436,LT,SGS4A,SGS4,2021,2,5436_2,1,5436_2_1,3,0.16,0.3,0.23,Elevated
5436,LT,SGS4A,SGS4,2021,2,5436_2,1,5436_2_1,4,0.25,0.18,0.215,Elevated
5436,LT,SGS4A,SGS4,2021,2,5436_2,2,5436_2_2,1,0.14,0.24,0.19,Elevated
5436,LT,SGS4A,SGS4,2021,2,5436_2,2,5436_2_2,2,0.18,0.23,0.205,Elevated
5436,LT,SGS4A,SGS4,2021,2,5436_2,2,5436_2_2,3,0.15,0.37,0.26,Elevated
5436,LT,SGS4A,SGS4,2021,2,5436_2,2,5436_2_2,4,0.23,0.17,0.2,Elevated
5436,LT,SGS4A,SGS4,2021,2,5436_2,2,5436_2_2,5,0.15,0.19,0.17,Elevated
5436,LT,SGS4A,SGS4,2021,2,5436_2,3,5436_2_3,1,0.23,0.2,0.215,Elevated
5436,LT,SGS4A,SGS4,2021,2,5436_2,3,5436_2_3,2,0.25,0.14,0.195,Elevated
5436,LT,SGS4A,SGS4,2021,2,5436_2,3,5436_2_3,3,0.17,0.22,0.195,Elevated
5436,LT,SGS4A,SGS4,2021,2,5436_2,3,5436_2_3,4,0.27,0.14,0.205,Elevated
5436,LT,SGS4A,SGS4,2021,2,5436_2,3,5436_2_3,5,0.13,0.31,0.22,Elevated
5436,LT,SGS4A,SGS4,2021,2,5436_2,4,5436_2_4,1,0.28,0.18,0.23,Elevated
5436,LT,SGS4A,SGS4,2021,2,5436_2,4,5436_2_4,2,0.19,0.2,0.195,Elevated
5436,LT,SGS4A,SGS4,2021,2,5436_2,4,5436_2_4,3,0.28,0.13,0.205,Elevated
5436,LT,SGS4A,SGS4,2021,2,5436_2,4,5436_2_4,4,0.13,0.39,0.26,Elevated
5436,LT,SGS4A,SGS4,2021,5,5436_5,1,5436_5_1,1,0.2,0.25,0.225,Elevated
5436,LT,SGS4A,SGS4,2021,5,5436_5,1,5436_5_1,2,0.33,0.14,0.235,Elevated
5436,LT,SGS4A,SGS4,2021,5,5436_5,1,5436_5_1,3,0.31,0.15,0.23,Elevated
5436,LT,SGS4A,SGS4,2021,5,5436_5,2,5436_5_2,1,0.13,0.37,0.25,Elevated
5436,LT,SGS4A,SGS4,2021,5,5436_5,2,5436_5_2,2,0.13,0.27,0.2,Elevated
5436,LT,SGS4A,SGS4,2021,5,5436_5,2,5436_5_2,3,0.12,0.2,0.16,Elevated
5436,LT,SGS4A,SGS4,2021,5,5436_5,2,5436_5_2,4,0.22,0.14,0.18,Elevated
5436,LT,SGS4A,SGS4,2021,10,5436_10,1,5436_10_1,1,0.24,0.29,0.265,Elevated
5436,LT,SGS4A,SGS4,2021,10,5436_10,1,5436_10_1,2,0.23,0.18,0.205,Elevated
5436,LT,SGS4A,SGS4,2021,10,5436_10,1,5436_10_1,3,0.15,0.3,0.225,Elevated
5436,LT,SGS4A,SGS4,2021,10,5436_10,2,5436_10_2,1,0.16,0.27,0.215,Elevated
5436,LT,SGS4A,SGS4,2021,10,5436_10,2,5436_10_2,2,0.28,0.19,0.235,Elevated
5436,LT,SGS4A,SGS4,2021,10,5436_10,2,5436_10_2,3,0.21,0.2,0.205,Elevated
5436,LT,SGS4A,SGS4,2021,10,5436_10,2,5436_10_2,4,0.13,0.15,0.14,Elevated
5436,LT,SGS4A,SGS4,2021,10,5436_10,3,5436_10_3,1,0.15,0.35,0.25,Elevated
5436,LT,SGS4A,SGS4,2021,10,5436_10,3,5436_10_3,2,0.15,0.28,0.215,Elevated
5436,LT,SGS4A,SGS4,2021,10,5436_10,3,5436_10_3,3,0.19,0.21,0.2,Elevated
5436,LT,SGS4A,SGS4,2021,10,5436_10,3,5436_10_3,4,0.26,0.19,0.225,Elevated
5436,LT,SGS4A,SGS4,2021,10,5436_10,3,5436_10_3,5,0.35,0.1,0.225,Elevated
5436,LT,SGS4A,SGS4,2021,10,5436_10,4,5436_10_4,1,0.4,0.16,0.28,Elevated
5436,LT,SGS4A,SGS4,2021,10,5436_10,4,5436_10_4,2,0.14,0.42,0.28,Elevated
5436,LT,SGS4A,SGS4,2021,10,5436_10,4,5436_10_4,3,0.34,0.17,0.255,Elevated
5436,LT,SGS4A,SGS4,2021,10,5436_10,4,5436_10_4,4,0.31,0.19,0.25,Elevated
5436,LT,SGS4A,SGS4,2021,7,5436_7,1,5436_7_1,1,0.15,0.31,0.23,Elevated
5436,LT,SGS4A,SGS4,2021,7,5436_7,1,5436_7_1,2,0.35,0.15,0.25,Elevated
5436,LT,SGS4A,SGS4,2021,7,5436_7,2,5436_7_2,1,0.12,0.39,0.255,Elevated
5436,LT,SGS4A,SGS4,2021,7,5436_7,2,5436_7_2,2,0.17,0.25,0.21,Elevated
5436,LT,SGS4A,SGS4,2021,7,5436_7,2,5436_7_2,3,0.23,0.19,0.21,Elevated
5436,LT,SGS4A,SGS4,2021,7,5436_7,3,5436_7_3,1,0.26,0.18,0.22,Elevated
5436,LT,SGS4A,SGS4,2021,7,5436_7,3,5436_7_3,2,0.13,0.38,0.255,Elevated
5436,LT,SGS4A,SGS4,2021,7,5436_7,4,5436_7_4,1,0.16,0.09,0.125,Elevated
5436,LT,SGS4A,SGS4,2021,7,5436_7,4,5436_7_4,2,0.18,0.11,0.145,Elevated
5436,LT,SGS4A,SGS4,2021,7,5436_7,4,5436_7_4,3,0.24,0.22,0.23,Elevated
5455,LT,SGS4C,SGS4,2021,8,5455_8,1,5455_8_1,1,0.06,0.13,0.095,Elevated
5455,LT,SGS4C,SGS4,2021,8,5455_8,1,5455_8_1,2,0.11,0.25,0.18,Elevated
5455,LT,SGS4C,SGS4,2021,8,5455_8,1,5455_8_1,3,0.22,0.11,0.165,Elevated
5455,LT,SGS4C,SGS4,2021,8,5455_8,1,5455_8_1,4,0.15,0.22,0.185,Elevated
5455,LT,SGS4C,SGS4,2021,8,5455_8,4,5455_8_4,1,0.25,0.12,0.185,Elevated
5455,LT,SGS4C,SGS4,2021,2,5455_2,1,5455_2_1,1,0.3,0.16,0.23,Elevated
5455,LT,SGS4C,SGS4,2021,2,5455_2,1,5455_2_1,2,0.27,0.13,0.2,Elevated
5455,LT,SGS4C,SGS4,2021,2,5455_2,2,5455_2_2,1,0.05,0.06,0.055,Elevated
5455,LT,SGS4C,SGS4,2021,2,5455_2,2,5455_2_2,2,0.28,0.1,0.19,Elevated
5455,LT,SGS4C,SGS4,2021,2,5455_2,2,5455_2_2,3,0.27,0.11,0.19,Elevated
5455,LT,SGS4C,SGS4,2021,2,5455_2,3,5455_2_3,1,0.18,0.22,0.2,Elevated
5455,LT,SGS4C,SGS4,2021,2,5455_2,3,5455_2_3,2,0.13,0.26,0.195,Elevated
5455,LT,SGS4C,SGS4,2021,2,5455_2,3,5455_2_3,3,0.14,0.25,0.195,Elevated
5455,LT,SGS4C,SGS4,2021,2,5455_2,4,5455_2_4,1,0.05,0.05,0.05,Elevated
5455,LT,SGS4C,SGS4,2021,2,5455_2,4,5455_2_4,2,0.21,0.16,0.185,Elevated
5455,LT,SGS4C,SGS4,2021,3,5455_3,1,5455_3_1,1,0.23,0.14,0.185,Elevated
5455,LT,SGS4C,SGS4,2021,3,5455_3,1,5455_3_1,2,0.14,0.21,0.175,Elevated
5455,LT,SGS4C,SGS4,2021,3,5455_3,1,5455_3_1,3,0.18,0.23,0.205,Elevated
5455,LT,SGS4C,SGS4,2021,3,5455_3,1,5455_3_1,4,0.24,0.15,0.195,Elevated
5455,LT,SGS4C,SGS4,2021,3,5455_3,2,5455_3_2,1,0.12,0.2,0.16,Elevated
5455,LT,SGS4C,SGS4,2021,3,5455_3,2,5455_3_2,2,0.1,0.33,0.215,Elevated
5455,LT,SGS4C,SGS4,2021,3,5455_3,3,5455_3_3,1,0.25,0.1,0.175,Elevated
5455,LT,SGS4C,SGS4,2021,3,5455_3,3,5455_3_3,2,0.3,0.11,0.205,Elevated
5455,LT,SGS4C,SGS4,2021,3,5455_3,3,5455_3_3,3,0.14,0.3,0.22,Elevated
5455,LT,SGS4C,SGS4,2021,3,5455_3,3,5455_3_3,4,0.27,0.18,0.225,Elevated
5455,LT,SGS4C,SGS4,2021,3,5455_3,4,5455_3_4,1,0.16,0.12,0.14,Elevated
5455,LT,SGS4C,SGS4,2021,3,5455_3,4,5455_3_4,2,0.26,0.09,0.175,Elevated
5455,LT,SGS4C,SGS4,2021,3,5455_3,4,5455_3_4,3,0.29,0.11,0.2,Elevated
5455,LT,SGS4C,SGS4,2021,3,5455_3,4,5455_3_4,4,0.27,0.13,0.2,Elevated
5455,LT,SGS4C,SGS4,2021,3,5455_3,4,5455_3_4,5,0.15,0.24,0.195,Elevated
5455,LT,SGS4C,SGS4,2021,6,5455_6,1,5455_6_1,1,0.18,0.24,0.21,Elevated
5455,LT,SGS4C,SGS4,2021,6,5455_6,1,5455_6_1,2,0.26,0.19,0.225,Elevated
5455,LT,SGS4C,SGS4,2021,6,5455_6,2,5455_6_2,1,0.2,0.17,0.185,Elevated
5455,LT,SGS4C,SGS4,2021,6,5455_6,2,5455_6_2,2,0.15,0.21,0.18,Elevated
5455,LT,SGS4C,SGS4,2021,6,5455_6,2,5455_6_2,3,0.15,0.27,0.21,Elevated
5455,LT,SGS4C,SGS4,2021,6,5455_6,2,5455_6_2,4,0.29,0.18,0.235,Elevated
5455,LT,SGS4C,SGS4,2021,6,5455_6,3,5455_6_3,1,0.29,0.16,0.225,Elevated
5455,LT,SGS4C,SGS4,2021,6,5455_6,3,5455_6_3,2,0.26,0.16,0.21,Elevated
5455,LT,SGS4C,SGS4,2021,6,5455_6,4,5455_6_4,1,0.25,0.14,0.195,Elevated
5455,LT,SGS4C,SGS4,2021,6,5455_6,4,5455_6_4,2,0.13,0.28,0.205,Elevated
5462,LL,SGS4C,SGS4,2021,5,5462_5,1,5462_5_1,1,0.16,0.21,0.185,Ambient
5462,LL,SGS4C,SGS4,2021,5,5462_5,1,5462_5_1,2,0.17,0.17,0.17,Ambient
5462,LL,SGS4C,SGS4,2021,5,5462_5,1,5462_5_1,3,0.21,0.15,0.18,Ambient
5462,LL,SGS4C,SGS4,2021,5,5462_5,2,5462_5_2,1,0.13,0.27,0.2,Ambient
5462,LL,SGS4C,SGS4,2021,5,5462_5,2,5462_5_2,2,0.16,0.16,0.16,Ambient
5462,LL,SGS4C,SGS4,2021,5,5462_5,2,5462_5_2,3,0.2,0.15,0.175,Ambient
5462,LL,SGS4C,SGS4,2021,5,5462_5,2,5462_5_2,4,0.17,0.16,0.165,Ambient
5462,LL,SGS4C,SGS4,2021,5,5462_5,3,5462_5_3,1,0.15,0.27,0.21,Ambient
5462,LL,SGS4C,SGS4,2021,5,5462_5,3,5462_5_3,2,0.24,0.16,0.2,Ambient
5462,LL,SGS4C,SGS4,2021,5,5462_5,4,5462_5_4,1,0.32,0.14,0.23,Ambient
5462,LL,SGS4C,SGS4,2021,5,5462_5,4,5462_5_4,2,0.23,0.12,0.175,Ambient
5462,LL,SGS4C,SGS4,2021,5,5462_5,4,5462_5_4,3,0.15,0.25,0.2,Ambient
